@relation ArabicTextComplexity

@attribute avgSentenceLength numeric
@attribute avgWordLength numeric
@attribute typeTokenRatio numeric
@attribute longWordRatio numeric
@attribute consonantClusterRatio numeric
@attribute complexityLevel {A,B,C,A+,B+}

@data
8,4.875,1,0,2.25,B
11,5.545455,1,0.272727,1.909091,B
9,7,1,0.555556,1.444444,B
9,4.111111,1,0,1.666667,B
8,5.375,1,0.25,2.125,B
11,4.909091,1,0.272727,2.363636,B
12,5.583333,1,0.25,1.666667,B
10,4.6,1,0.1,2.1,B
9,6.111111,1,0.555556,2.111111,B
9,6.333333,1,0.444444,2,B
11,5.181818,1,0.272727,1.909091,B
10,4.6,1,0.1,2.2,B
10,5.1,1,0.3,2.2,B
8,6.125,1,0.5,1.75,B
10,5.1,0.9,0.4,1.9,B
10,5.5,1,0.3,2.1,B
10,6.3,0.9,0.6,2.7,B
8,5.875,1,0.5,2.5,B
10,5.2,1,0.2,2.2,B
9,5.444444,1,0.222222,2.222222,B
7,6.857143,1,0.571429,2,B
9,4.888889,1,0,2.111111,B
11,4.454545,1,0.181818,1.545455,B
10,5.1,1,0.2,1.9,B
10,4.6,1,0.1,2.3,B
9,5.888889,1,0.333333,1.777778,B
10,5.5,1,0.2,2.7,B
8,5.5,1,0.25,2.75,B
8,4.75,1,0.125,2.25,B
10,4.8,1,0.1,1.7,B
8,6.375,1,0.625,2.75,B
9,6.111111,1,0.444444,2.222222,B
8,5.25,1,0.25,2,B
9,5.444444,1,0.222222,1.777778,B
11,5.090909,1,0.181818,2.272727,B
10,6.9,1,0.7,2.1,B
9,5.444444,1,0,2.222222,B
11,4.818182,1,0.090909,1.727273,B
9,6.222222,1,0.555556,2.666667,B
10,5.9,1,0.3,2.6,B
8,6.25,1,0.5,2.625,B
10,5.1,1,0.3,2.6,B
9,5.333333,1,0.333333,2.222222,B
9,5.555556,1,0.111111,2.222222,B
10,4.9,1,0.1,2.2,B
10,6.1,1,0.4,3,B
8,5.75,1,0.375,2.125,B
9,4.777778,1,0.222222,2.333333,B
8,6.625,1,0.625,2.5,B
8,5.375,1,0.25,2.25,B
8,5.5,1,0.375,2,B
8,5.375,1,0.5,1.625,B
10,5.8,1,0.4,2.4,B
9,6.444444,1,0.666667,2.666667,B
9,4.777778,1,0,1.666667,B
9,4.555556,1,0.111111,1.666667,B
11,4.454545,1,0,1.727273,B
9,5.555556,1,0.111111,2,B
9,5,1,0.222222,1.888889,B
8,5.125,1,0.25,2.125,B
8,5.875,1,0.375,1.75,B
9,6.444444,1,0.555556,2.444444,B
10,5,1,0.2,1.8,B
10,4.9,1,0.2,1.8,B
10,4.6,1,0,1.6,B
9,5.333333,1,0.222222,1.888889,B
10,5,1,0.1,2.2,B
8,5.5,1,0.375,1.75,B
8,5.875,1,0.375,2.25,B
9,4.333333,1,0,1.777778,B
12,4.666667,1,0,1.916667,B
8,6.375,1,0.625,1.75,B
7,6,1,0.428571,1.428571,B
10,6,1,0.4,2.3,B
8,5.375,1,0.25,1.25,B
9,4.888889,1,0,1.555556,B
8,4.625,1,0.125,1.75,B
8,5.75,1,0.375,2.75,B
8,6.375,1,0.25,2.625,B
8,5.625,1,0.375,2,B
10,4.6,1,0,1.5,B
10,5.4,1,0.2,1.5,B
9,6.111111,1,0.333333,1.888889,B
8,5.875,1,0.125,3,B
10,5.8,1,0.4,1.9,B
7,5.428571,1,0.285714,2.142857,B
8,5.125,0.875,0.125,2,B
10,4.9,0.9,0,1.6,B
9,5.111111,0.888889,0.111111,2.111111,B
8,5.125,1,0.125,2,B
7,5.142857,1,0.142857,1.428571,B
7,5.285714,1,0.428571,1.857143,B
11,4.727273,1,0,1.818182,B
9,5.222222,1,0.222222,2.111111,B
9,6.444444,1,0.555556,2.111111,B
8,6.25,1,0.5,3,B
9,5.333333,1,0.333333,2,B
8,6.625,1,0.375,2.375,B
7,6,1,0.428571,2.857143,B
8,6.125,1,0.25,2.625,B
9,6,1,0.444444,2.222222,B
10,5.5,1,0.3,1.9,B
8,6.25,1,0.25,1.625,B
10,5.5,1,0.4,1.5,B
9,7,1,0.555556,2.222222,B
7,7.142857,1,0.571429,2.571429,B
9,5.222222,1,0.222222,2,B
8,6.75,1,0.375,1.875,B
8,6.25,1,0.5,2.125,B
9,5,1,0.222222,2.666667,B
10,6.1,1,0.5,2.1,B
10,5.5,1,0.1,2.1,B
9,5.888889,1,0.444444,2.222222,B
8,6.5,1,0.5,3,B
8,4.875,1,0.25,2,B
9,5.222222,1,0.333333,1.666667,B
7,5.857143,1,0.428571,1.857143,B
9,5.222222,1,0.222222,1.888889,B
8,4.375,1,0,2.375,B
8,5.25,1,0.125,2.25,B
8,4.75,1,0.25,1.875,B
8,5.25,1,0.25,1.5,B
8,6.625,1,0.375,1.625,B
8,5.625,1,0.25,1.625,B
7,6,1,0.428571,2,B
9,5,1,0.111111,1.666667,B
8,5.25,1,0.25,1.75,B
8,5.125,1,0.125,1.75,B
8,5.375,1,0.25,1.375,B
8,5.875,1,0.25,2.25,B
9,4.666667,1,0.222222,2.111111,B
8,5.5,1,0.25,2,B
8,5.25,1,0.25,2.375,B
7,5.714286,1,0.285714,2.571429,B
6,5.833333,0.833333,0.5,3.166667,B
6,6.5,1,0.5,2.166667,B
7,6.571429,1,0.428571,1.857143,B
7,5.142857,1,0.142857,2.428571,B
6,5.333333,1,0,2,B
8,4.625,1,0.125,2.625,B
8,5.5,1,0.25,1.625,B
7,5.714286,1,0.428571,2.428571,B
8,6.25,1,0.5,2.875,B
7,6.142857,1,0.142857,2.142857,B
8,5.625,1,0.375,2.125,B
7,5.285714,1,0.285714,2,B
7,6.571429,1,0.428571,2.428571,B
8,5.375,1,0.25,1.75,B
9,6,1,0.333333,2.222222,B
10,5.2,1,0.2,1.6,B
8,5,1,0.125,2.25,B
6,5.833333,1,0.5,2.333333,B
8,5.875,1,0.375,2.25,B
8,5.375,1,0.25,2,B
8,5.75,1,0.375,2.375,B
7,6.285714,1,0.714286,2.285714,B
8,6.375,1,0.5,2.125,B
8,5.375,1,0.25,1.75,B
7,6.285714,1,0.571429,1.428571,B
7,5.857143,1,0.428571,2.428571,B
9,5.333333,1,0.333333,1.666667,B
7,6.285714,1,0.428571,2.571429,B
7,5.285714,1,0.142857,2.571429,B
10,4.8,1,0,1.6,B
7,5.142857,1,0.285714,2.285714,B
8,4.625,1,0.125,1.375,B
7,7.428571,1,0.714286,2.714286,B
9,5.333333,1,0.222222,1.555556,B
8,5.75,1,0.125,2.25,B
8,5.375,0.75,0.375,1.625,B
7,5.285714,1,0.285714,2.571429,B
8,5,1,0,1.875,B
9,5.666667,0.888889,0.222222,1.666667,B
8,5,1,0,2.125,B
7,6.571429,1,0.428571,2.285714,B
7,5.571429,1,0.285714,1.857143,B
9,5,1,0.222222,2,B
10,6.3,1,0.3,1.9,B
7,5.714286,1,0.285714,2.142857,B
7,5.285714,1,0.285714,2,B
8,6.125,1,0.25,2.5,B
8,6.625,1,0.5,2.125,B
7,5.285714,1,0,2.428571,B
3,3.666667,1,0,1.333333,A
4,5.5,1,0.25,1.5,A
3,3.666667,1,0,1.333333,A
4,5.25,1,0.25,1.25,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,1,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,1,A
3,3.666667,1,0,1.333333,A
2,6,1,0.5,3,A
3,3.666667,1,0,1.333333,A
3,4.333333,1,0,0.333333,A
3,3.666667,1,0,0.666667,A
3,3.666667,1,0,1.333333,A
3,4.666667,1,0.333333,1,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,1.333333,A
2,6,1,0.5,3,A
3,3.666667,1,0,0.666667,A
3,3.333333,1,0,0.333333,A
5,5,1,0.2,2,A
2,4,1,0,2,A
3,3.666667,1,0,1.333333,A
3,4,1,0,1,A
3,4.333333,1,0,0.333333,A
3,4.333333,1,0,0.333333,A
3,4.333333,1,0,0.333333,A
3,3.666667,1,0,1.333333,A
4,5.5,1,0.25,1.5,A
3,3.666667,1,0,1.333333,A
4,5.5,1,0.25,1.5,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,0.666667,A
3,3.333333,1,0,0.333333,A
3,3.666667,1,0,1.333333,A
4,5.5,1,0.25,1.5,A
4,5.5,1,0.25,1.5,A
5,5.2,1,0.2,1.2,A+
6,4.666667,1,0.166667,2.166667,A+
5,5.2,1,0.2,1,A+
5,4.8,1,0.2,1.6,A+
5,4.4,1,0,1.4,A+
5,5.2,1,0.2,1.2,A+
6,3.833333,1,0,2,A+
5,4.6,1,0,1.4,A+
5,4.4,1,0,1.4,A+
6,3.833333,1,0,2,A+
5,4.6,1,0,1.4,A+
5,4.8,1,0,1.6,A+
5,4.2,1,0,1.2,A+
5,4.4,1,0,1.4,A+
6,5.166667,1,0.166667,2.166667,A+
5,5.4,1,0.2,1.6,A+
6,3.666667,1,0,1.833333,A+
5,4.6,1,0,1.4,A+
6,5.166667,1,0.166667,2.166667,A+
5,5.2,1,0.2,2.2,A+
5,4.8,1,0.2,1.6,A+
5,5.2,1,0.2,1.2,A+
5,4.4,1,0,1.4,A+
6,4.666667,1,0.166667,2.166667,A+
5,4.6,1,0,1.4,A+
6,4.833333,1,0.166667,2,A+
6,5.166667,1,0.166667,2.166667,A+
6,3.666667,1,0,1.833333,A+
5,5.4,1,0.2,1.2,A+
5,4.2,1,0,1.2,A+
5,5.4,1,0.2,1.2,A+
6,3.833333,1,0,1.833333,A+
5,5.2,1,0.2,1.2,A+
6,5.166667,1,0.166667,2.166667,A+
5,4.8,1,0.2,1.4,A+
5,4.8,1,0.2,1.4,A+
6,3.833333,1,0,1.833333,A+
6,3.666667,1,0,1.833333,A+
5,5.6,1,0.2,1.8,A+
5,5.2,1,0.2,1.2,A+
10,4.4,1,0.1,1.6,B
9,4.222222,1,0.111111,1.555556,B
10,4.9,1,0.2,1.5,B
9,4.333333,1,0.222222,1.666667,B
10,4.9,1,0.2,1.5,B
11,4.272727,1,0.090909,1.454545,B
10,3.9,1,0,1.4,B
9,4.333333,1,0.111111,1.444444,B
10,4.4,1,0.1,1.6,B
9,4.333333,1,0.222222,1.444444,B
10,4.3,1,0.1,1.9,B
10,4.4,1,0.1,1.6,B
9,4.333333,1,0.222222,1.888889,B
9,4.333333,1,0.111111,1.222222,B
10,4.3,1,0,1.7,B
9,4,1,0.111111,1.666667,B
10,4.7,1,0.2,1.3,B
10,4.4,1,0.1,1.5,B
10,4.6,1,0.2,1.4,B
8,3.875,1,0,1.125,B
9,3.888889,1,0,1,B
10,4.2,1,0,1.9,B
9,3.888889,1,0,1.777778,B
10,4.6,1,0.2,1.4,B
10,4.6,1,0.2,1.5,B
10,4.6,1,0.1,1.6,B
9,4.111111,1,0,1.666667,B
9,4,1,0.111111,1.777778,B
10,4.6,1,0.2,1.4,B
9,4,1,0,1.666667,B
9,4.333333,1,0.111111,1.222222,B
8,3.75,1,0,0.875,B
10,4,1,0,1.5,B
9,4.333333,1,0.222222,1.333333,B
10,4.4,1,0.1,1.3,B
9,3.888889,1,0,1.666667,B
10,3.8,1,0,1.2,B
10,4,1,0,1.5,B
10,4.3,1,0,1.7,B
10,4.4,1,0.1,1.3,B
13,6,1,0.615385,2.230769,B+
13,5.769231,1,0.461538,2.384615,B+
18,6.111111,1,0.5,2.166667,B+
13,6.153846,1,0.538462,2.461538,B+
18,5.333333,1,0.222222,1.777778,B+
18,6.166667,1,0.5,2.166667,B+
18,6,1,0.444444,2.166667,B+
18,5.388889,1,0.222222,1.555556,B+
18,5.388889,1,0.277778,1.888889,B+
12,5.75,1,0.5,2.166667,B+
18,5.5,1,0.222222,1.722222,B+
17,5.117647,1,0.176471,1.823529,B+
17,5.058824,1,0.176471,1.882353,B+
17,6,1,0.470588,2.176471,B+
13,6.307692,1,0.615385,2.230769,B+
12,5.75,1,0.5,2.083333,B+
18,5.444444,1,0.222222,1.666667,B+
18,6.166667,1,0.5,2,B+
13,6.153846,1,0.538462,2.461538,B+
18,6.277778,1,0.5,2.111111,B+
18,5.444444,1,0.277778,1.777778,B+
18,5.388889,1,0.222222,1.666667,B+
17,5.882353,1,0.470588,2.235294,B+
18,5.388889,1,0.222222,1.666667,B+
13,6.076923,1,0.615385,2.153846,B+
18,5.777778,1,0.277778,2,B+
18,6.388889,1,0.5,2.111111,B+
18,5.944444,1,0.5,2.111111,B+
18,5.5,1,0.222222,1.722222,B+
18,6.166667,1,0.5,2.055556,B+
12,5.916667,1,0.583333,2,B+
18,6.111111,1,0.5,2,B+
13,5.923077,1,0.538462,2.153846,B+
18,6.055556,1,0.5,2.222222,B+
17,5.823529,1,0.470588,2.176471,B+
18,5.944444,1,0.444444,2.055556,B+
18,6.333333,1,0.5,2.277778,B+
12,6.166667,1,0.583333,2.166667,B+
13,6.076923,1,0.538462,2.538462,B+
13,5.923077,1,0.538462,2.153846,B+
15,6.066667,1,0.533333,2.133333,C
15,6.266667,1,0.533333,2.066667,C
24,6.333333,0.958333,0.5,2.125,C
18,6.5,1,0.5,2.277778,C
23,6.347826,0.956522,0.521739,2,C
24,6.416667,0.958333,0.458333,2.291667,C
15,6.066667,1,0.533333,2.066667,C
15,6,1,0.533333,2.266667,C
24,6.041667,0.958333,0.375,2.25,C
19,6.421053,1,0.526316,2.368421,C
15,6.133333,1,0.533333,1.933333,C
15,6.2,1,0.533333,2,C
18,6.111111,1,0.5,1.833333,C
23,6.130435,0.956522,0.434783,2.130435,C
15,5.933333,1,0.533333,2.066667,C
18,6.055556,0.944444,0.388889,2.055556,C
18,5.944444,1,0.388889,2,C
18,6.222222,1,0.5,2,C
15,5.733333,1,0.466667,1.933333,C
19,6.052632,1,0.473684,1.947368,C
18,6.333333,1,0.5,1.888889,C
15,6.133333,1,0.6,2.2,C
15,6.066667,1,0.533333,1.933333,C
15,5.933333,1,0.533333,2,C
15,6.2,1,0.6,2.133333,C
18,5.944444,1,0.388889,2.111111,C
15,6,1,0.533333,2.133333,C
24,6.541667,0.958333,0.541667,2.208333,C
15,6,1,0.533333,2.2,C
24,6.291667,0.958333,0.5,2.208333,C
19,6.421053,1,0.526316,1.947368,C
15,5.866667,1,0.466667,2.066667,C
15,5.866667,1,0.466667,2.2,C
19,5.947368,0.894737,0.368421,2.157895,C
23,6.608696,0.956522,0.565217,2,C
15,6,1,0.533333,2.2,C
19,6.368421,1,0.526316,2,C
19,6.631579,1,0.526316,2.263158,C
24,6.375,0.958333,0.5,2.125,C
24,6.333333,0.958333,0.5,2.333333,C
5,5,1,0.2,1.2,A
3,4,1,0,1,A
4,5.5,1,0.25,1.5,A
3,4,1,0,1.666667,A
3,3.666667,1,0,0.666667,A
3,3.666667,1,0,1.333333,A
2,6,1,0.5,2,A
4,3.75,1,0,0.75,A
4,4,1,0,0.5,A
2,5.5,1,0.5,2,A
2,4,1,0,1,A
3,3.666667,1,0,1,A
4,3.75,1,0,0.25,A
5,5,1,0.2,1.2,A
3,3.666667,1,0,1.333333,A
4,5.25,1,0.25,1.5,A
3,4.333333,1,0,0.333333,A
3,4,1,0,1,A
2,5.5,1,0.5,2.5,A
2,5.5,1,0.5,2,A
2,4.5,1,0,2.5,A
3,3.666667,1,0,0.333333,A
2,5.5,1,0.5,1.5,A
3,3.666667,1,0,0.666667,A
4,5,1,0,1.75,A
3,4.333333,1,0,0.333333,A
4,3.75,1,0,0.75,A
4,3.75,1,0,0.75,A
3,3.666667,1,0,1,A
3,4,1,0,1,A
2,4,1,0,2,A
2,6,1,0.5,2,A
4,4,1,0,0.5,A
4,4,1,0,1,A
3,4,1,0,1,A
4,5.25,1,0.25,1.25,A
3,3.666667,1,0,0.666667,A
3,4.333333,1,0,0.666667,A
3,4,1,0,1.666667,A
2,4,1,0,2,A
5,4.6,1,0,1.6,A+
6,5.166667,1,0.166667,2.166667,A+
3,5.666667,1,0.333333,2.333333,A+
6,3.833333,1,0,2,A+
7,5.428571,1,0.285714,1.714286,A+
7,3.714286,1,0,1.571429,A+
5,5.4,1,0.2,1.8,A+
5,5.4,1,0.2,1.8,A+
6,5.5,1,0.333333,2.5,A+
6,4,1,0,1.833333,A+
3,6.666667,1,0.333333,2.666667,A+
6,5.166667,1,0.166667,1.833333,A+
7,4.285714,1,0,1.142857,A+
5,5.2,1,0.2,1.8,A+
5,4.8,1,0,1,A+
5,5.4,1,0.2,1.8,A+
5,4.8,1,0,1.4,A+
6,3.833333,1,0,2.166667,A+
5,4.6,1,0,1.4,A+
6,3.833333,1,0,1.833333,A+
6,5.166667,1,0.166667,1.5,A+
8,3.625,1,0,1.375,A+
5,4.6,1,0.2,2.2,A+
5,5.4,1,0.2,1.8,A+
5,4.6,1,0,1.4,A+
6,4.166667,1,0.166667,1.166667,A+
5,4.6,1,0,1.4,A+
7,4.285714,1,0,1.571429,A+
6,5.166667,1,0.166667,2.166667,A+
3,6.333333,1,0.333333,2.333333,A+
6,3.833333,1,0,1.833333,A+
6,4.666667,1,0.166667,1.5,A+
5,5.4,1,0.2,1.4,A+
5,4.4,1,0,1.4,A+
6,5.166667,1,0.166667,1.833333,A+
3,6,1,0.333333,3.333333,A+
3,6.333333,1,0.333333,2,A+
7,4,1,0,1.571429,A+
5,5.2,1,0.2,1.2,A+
3,6.333333,1,0.333333,2.333333,A+
5,6.2,1,0.6,2,B
11,4.454545,1,0.181818,1.636364,B
10,4.4,1,0.1,1.8,B
9,4.333333,1,0.222222,1.777778,B
6,5.833333,1,0.5,2.333333,B
10,4.6,1,0.2,1.5,B
11,3.909091,1,0,1.909091,B
5,5.4,1,0.4,2,B
6,5.333333,1,0.166667,2,B
9,4.333333,1,0.222222,1.777778,B
8,4.25,1,0,1.25,B
9,4,1,0.111111,2.111111,B
10,4.9,1,0.2,1.7,B
5,6.2,1,0.6,2.4,B
6,5.833333,1,0.5,2.5,B
9,3.888889,1,0,1,B
5,6.4,1,0.8,2.2,B
5,5.6,1,0.4,2.2,B
6,6.833333,1,0.666667,3,B
10,4.6,1,0.2,1.8,B
10,4.4,1,0.1,1.4,B
10,4.7,1,0.1,1.8,B
7,5.285714,1,0.285714,2,B
5,6,1,0.6,2.2,B
9,4.222222,1,0.111111,1.333333,B
7,5.428571,1,0.285714,2.142857,B
6,6,1,0.5,3.333333,B
11,4.454545,1,0.181818,1.818182,B
5,5.6,1,0.4,2.2,B
10,4.6,1,0.2,1.6,B
10,4.4,1,0.1,1.4,B
5,6.2,1,0.6,2,B
9,4.333333,1,0.111111,1.222222,B
9,4.111111,1,0.111111,1.444444,B
9,4.444444,1,0.111111,1.111111,B
10,4.9,1,0.2,1.6,B
9,4.444444,1,0.222222,1.777778,B
5,6,1,0.6,1.8,B
5,6.4,1,0.6,2.6,B
6,6.166667,1,0.333333,3,B
12,5.916667,1,0.333333,2.166667,B+
13,5.692308,1,0.307692,2.153846,B+
18,5.555556,1,0.333333,1.888889,B+
13,6.153846,1,0.538462,2.076923,B+
13,6.076923,1,0.615385,2.307692,B+
13,5.846154,1,0.538462,1.846154,B+
18,5.666667,1,0.333333,2,B+
12,6.583333,1,0.416667,2.166667,B+
10,5.6,1,0.3,2.1,B+
20,5.7,1,0.3,2,B+
12,5.583333,1,0.25,2.25,B+
12,5.916667,1,0.333333,2.166667,B+
19,6.210526,1,0.473684,2.105263,B+
18,6,1,0.5,2.166667,B+
18,5.666667,1,0.333333,1.833333,B+
12,5.25,0.916667,0.25,1.583333,B+
18,5.888889,1,0.388889,2,B+
12,5.75,1,0.5,2.166667,B+
11,5.727273,0.909091,0.363636,1.909091,B+
13,6.230769,1,0.538462,2.153846,B+
12,5.083333,0.916667,0.166667,1.583333,B+
12,5.833333,1,0.583333,2.25,B+
12,5.666667,1,0.166667,2.25,B+
19,5.315789,1,0.210526,1.842105,B+
18,5.5,1,0.277778,2.055556,B+
13,5.923077,1,0.538462,2.076923,B+
10,6,1,0.5,1.9,B+
19,6.157895,1,0.473684,2.157895,B+
18,5.666667,1,0.333333,2.111111,B+
13,5.692308,1,0.307692,2,B+
19,5.105263,1,0.210526,1.947368,B+
13,5.846154,1,0.538462,2.153846,B+
13,6,1,0.615385,2.076923,B+
19,5.684211,1,0.315789,2,B+
13,6.076923,1,0.538462,2.076923,B+
19,5.421053,1,0.315789,1.789474,B+
20,5.55,1,0.3,1.95,B+
13,5.769231,1,0.307692,1.615385,B+
19,5.684211,1,0.368421,2.105263,B+
18,5.722222,1,0.388889,2.055556,B+
18,6.055556,1,0.388889,1.833333,C
17,6,1,0.352941,2.058824,C
12,6.583333,1,0.5,2.25,C
18,6,1,0.5,1.944444,C
12,5.166667,1,0.083333,2,C
17,6.235294,1,0.588235,1.941176,C
13,5.615385,1,0.153846,1.923077,C
16,6.4375,1,0.625,2.125,C
19,6.473684,1,0.526316,2.105263,C
18,6.444444,1,0.444444,2.444444,C
20,6.05,1,0.45,2.15,C
12,6.25,1,0.416667,2.333333,C
18,5.777778,1,0.388889,1.944444,C
16,6.125,1,0.5,2.125,C
25,6.2,0.96,0.44,2,C
12,6.25,0.916667,0.416667,2,C
18,6.111111,1,0.555556,2.222222,C
12,6.333333,1,0.5,2.333333,C
16,6.25,1,0.5625,2,C
13,5.538462,1,0.230769,1.846154,C
12,6.583333,1,0.5,2.25,C
12,6.75,1,0.583333,2.833333,C
24,6.25,0.958333,0.458333,2.125,C
25,6.24,0.96,0.48,1.88,C
12,6.75,1,0.583333,2.166667,C
18,6.222222,0.944444,0.388889,2.055556,C
18,6.111111,1,0.555556,2.111111,C
18,5.722222,1,0.444444,1.888889,C
12,6.916667,1,0.666667,2.333333,C
18,6.055556,1,0.444444,1.944444,C
17,6.294118,1,0.588235,2.117647,C
12,6.5,1,0.5,2.833333,C
19,6.315789,1,0.526316,2.052632,C
11,5.636364,1,0.181818,1.909091,C
18,6.111111,1,0.444444,1.944444,C
12,6.5,1,0.5,2.333333,C
12,6.833333,0.916667,0.666667,2.333333,C
19,6.157895,1,0.473684,2.157895,C
12,7,1,0.666667,2.583333,C
11,6.181818,1,0.272727,2.181818,C
6,5.833333,1,0.5,2.5,B
5.194444,4.684492,0.601604,0.139037,1.671123,A
4.685185,4.252964,0.509881,0.106719,1.513834,A
7.4,5.302703,0.632432,0.281081,1.837838,A
8.666667,4.615385,0.746154,0.161538,1.407692,A
5.458333,4.374046,0.625954,0.083969,1.641221,A
6.045455,5.473684,0.646617,0.293233,1.887218,A
4.826087,4.468468,0.558559,0.099099,1.702703,A
4.266667,4.769531,0.488281,0.179688,1.574219,A
4.711111,4.674528,0.660377,0.132075,1.75,A
5.25,4.571429,0.654762,0.10119,1.720238,A
4.55814,4.882653,0.678571,0.137755,1.704082,A
4.521127,4.838006,0.535826,0.133956,1.71028,A
7.2,4.722222,0.568182,0.169192,1.709596,A
6.310345,4.825137,0.672131,0.191257,1.57377,A
3.130435,4.62963,0.574074,0.194444,1.898148,A
3.092593,4.538922,0.48503,0.035928,1.550898,A
5.7,4.596491,0.657895,0.122807,1.584795,A
9.214286,5.170543,0.728682,0.317829,1.860465,A
8.285714,4.689655,0.663793,0.172414,1.801724,A
3.75,4.152381,0.590476,0.12381,1.72381,A
15,5.325926,0.777778,0.214815,1.762963,A
9.4,6,0.751773,0.361702,2.035461,A
6.2,4.725806,0.612903,0.153226,1.653226,A
12.333333,5.547297,0.804054,0.263514,1.75,A
5.785714,4.641975,0.648148,0.080247,1.783951,A
4.763636,4.622137,0.637405,0.183206,1.549618,A
4.777778,4.813953,0.72093,0.139535,1.77907,A
6.076923,4.531646,0.860759,0.088608,1.658228,A
5.032258,4.307692,0.525641,0.108974,1.814103,A
6.304348,5.051724,0.651724,0.217241,1.710345,A
7.347826,4.798817,0.674556,0.153846,1.863905,A
3.363636,4.398649,0.581081,0.108108,1.641892,A
8.769231,5.131579,0.447368,0.131579,1.991228,A
12.2,5.352459,0.598361,0.204918,1.795082,A
8.176471,4.395683,0.81295,0.115108,1.539568,A
5.724638,4.643038,0.617722,0.126582,1.468354,A
8.6,5.178295,0.472868,0.147287,1.906977,A
8.538462,4.905405,0.738739,0.162162,1.486486,A
6.366667,4.73822,0.596859,0.146597,1.649215,A
8.176471,5.017986,0.651079,0.205036,1.600719,A
7.255319,4.56305,0.653959,0.102639,1.71261,A
9.68,4.991736,0.520661,0.214876,1.863636,A
5.8,4.988506,0.804598,0.091954,1.954023,A
7.780488,4.567398,0.670846,0.131661,1.388715,B+
30.933333,4.984914,0.760776,0.189655,1.721983,B+
29.555556,5.169173,0.714286,0.218045,1.755639,B+
7.34375,4.859574,0.825532,0.212766,1.655319,B+
18.7,5.363636,0.84492,0.326203,2.058824,B+
46,4.981884,0.73913,0.206522,1.655797,B+
37,5.617117,0.761261,0.310811,2.036036,B+
23.636364,4.819231,0.776923,0.146154,1.765385,B+
16.428571,5.034783,0.717391,0.234783,1.756522,B+
24.714286,5.150289,0.809249,0.283237,1.803468,B+
18.533333,4.629496,0.672662,0.176259,1.532374,B+
18.823529,5.1125,0.7625,0.196875,1.734375,B+
16.705882,4.908451,0.78169,0.214789,1.602113,B+
24.3,5.135802,0.744856,0.242798,1.868313,B+
20.8,5.100962,0.774038,0.245192,1.807692,B+
26.5,5.415094,0.788679,0.283019,1.886792,B+
6.894737,4.793893,0.763359,0.152672,1.396947,B+
12.045455,5.090566,0.724528,0.230189,1.732075,B+
13.5,5.265432,0.771605,0.271605,1.839506,B+
10.695652,5.03252,0.621951,0.25813,1.770325,B+
29.428571,5.184466,0.713592,0.271845,1.747573,B+
16,5.171875,0.8125,0.25,1.796875,B+
43.5,5.275862,0.764368,0.258621,1.850575,B+
14.655172,4.545882,0.630588,0.108235,1.508235,B+
21.9,5.278539,0.799087,0.273973,2.031963,B+
28.666667,5.01938,0.825581,0.182171,1.763566,B+
33.333333,5.185,0.78,0.22,1.565,B+
24.428571,5.251462,0.754386,0.25731,1.608187,B+
26.4,5.462121,0.712121,0.333333,1.856061,B+
140,5.485714,0.778571,0.321429,1.721429,B+
70.75,5.293286,0.710247,0.268551,1.69258,B+
33,5.083333,0.742424,0.227273,1.700758,B+
20.2,4.943894,0.775578,0.171617,1.90429,B+
18.277778,5.100304,0.75076,0.194529,1.762918,B+
14.62963,5.043038,0.797468,0.225316,1.668354,B+
15.5,5.219355,0.748387,0.258065,1.664516,B+
15.411765,5.171756,0.706107,0.225191,1.759542,B+
15.727273,4.317919,0.791908,0.104046,1.508671,B+
9.870968,4.820261,0.722222,0.202614,1.607843,B+
1,4,1,0,3,B+
47.5,5.926316,0.852632,0.368421,2.189474,B+
15,5.197436,0.748718,0.248718,1.741026,B+
14.588235,5.245968,0.745968,0.28629,1.612903,B+
27.166667,5.331288,0.822086,0.220859,1.791411,B+
19.722222,4.639437,0.585915,0.132394,1.408451,B+
13.685714,5.052192,0.695198,0.227557,1.5762,B+
26.833333,5.223602,0.869565,0.273292,1.689441,B+
47.5,5.436842,0.731579,0.310526,1.968421,B+
26.375,5.132701,0.848341,0.232227,1.905213,B+
19.454545,5.397196,0.845794,0.247664,1.635514,B+
25.8,5.20155,0.732558,0.263566,1.860465,B+
22.75,5.362637,0.813187,0.274725,1.785714,B+
21.307692,5.32491,0.722022,0.288809,1.552347,B+
7.212121,4.731092,0.676471,0.157563,1.728992,B+
15.875,4.7979,0.753281,0.128609,1.874016,B+
13.15625,4.940618,0.665083,0.185273,1.617577,B+
16.2,5.1893,0.740741,0.242798,1.502058,B+
20.25,5.296296,0.851852,0.271605,1.919753,B+
20.285714,5.105634,0.852113,0.239437,1.823944,B+
8.5,4.563025,0.590336,0.130252,1.745798,B+
26.714286,5.144385,0.71123,0.251337,1.721925,B+
18.666667,5.5,0.723214,0.316964,1.696429,B+
12.190476,5.019531,0.769531,0.164063,2.027344,B
